Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0098005.1	basic leucine zipper 61-like"	-2.03982327417252	-0.972422403456947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.980732569903266	NA	0.866451018289905
Niben261Chr01g0132001.1	Peroxidase"	-0.786993171057086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.622862163357683	NA	NA
Niben261Chr01g0227007.1	GCV_T domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0236002.1	Activity-dependent neuroprotector homeobox protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0377003.1	Transcription factor bhlh123"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0505004.1	BTB domain-containing protein"	NA	NA	NA	-1.40422543412254	-1.03233649455063	NA	NA	NA	NA	NA	NA	NA	1.70215198046143	1.95268784454578	1.93696287889339	NA
Niben261Chr01g0747002.1	geraniol 8-hydroxylase-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0961002.1	sedoheptulose-1.7-bisphosphatase. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1437002.1	Abc transporter c family member 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24230867254756
Niben261Chr01g1548006.1	Lipoxygenase"	NA	-1.43465724343792	-1.5029083977967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0030006.1	F-box protein At2g32560"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0038001.1	protein LATERAL ROOT PRIMORDIUM 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0062005.1	AbfB domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0096003.1	1.3-beta-glucan synthase"	NA	NA	1.27473886907342	NA	1.06729453503921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0474005.1	Reverse transcriptase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.21193172133014	NA	NA
Niben261Chr02g0532025.1	indole-3-acetic acid-amido synthetase GH3.6-like"	NA	0.925884558031174	NA	NA	0.908106834465998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1002004.1	Unknown protein"	NA	NA	NA	NA	-0.921884029736495	-1.04045838668289	-1.32803674639974	-1.03027305035353	-1.03685218017872	-0.994446647408266	-0.901202896201338	-0.831405143241893	-1.18658445420771	-1.23925561478146	-1.29466388428068	NA
Niben261Chr02g1027013.1	Unknown protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30469155336768	NA	1.2731972519481
Niben261Chr02g1103005.1	Auxin-responsive protein saur32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.10977286492579	2.90807406984296	-1.40971707577335
Niben261Chr02g1128033.1	Subtilisin-like protease sbt1.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1307001.1	Growth-regulating factor 4"	NA	0.880452515374307	0.970448651662396	NA	0.904510272835996	1.1074170080361	NA	NA	NA	NA	NA	NA	NA	-2.15786796418834	NA	-0.884883809919542
Niben261Chr03g0010027.1	nucleoporin seh1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1148305532954	NA	NA	0.648148475483341
Niben261Chr03g0023036.1	Protein ABIL2"	NA	1.35158588348281	1.28698994082858	1.66733084468036	1.65353971670444	2.05561138553106	NA	NA	NA	NA	NA	NA	NA	-1.42305567261696	NA	-0.715829028590088
Niben261Chr03g0046002.1	cation/H(+) antiporter 18-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.618106812489995	-0.963637340369119	-0.814188617164776	NA
Niben261Chr03g0059002.1	SnoaL-like domain-containing protein"	NA	-1.16348652543493	NA	-1.81786867036956	-1.51523186566112	-1.93784959393317	-2.30539013850609	-2.6049294155339	-2.17164307938929	-2.34651038172409	-2.68083490239276	-2.71224436126779	-2.65768256714259	-3.08258369402476	-2.98448053803143	NA
Niben261Chr03g0103012.1	Unknown protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0150005.1	Chaperone protein DnaJ"	NA	NA	NA	NA	NA	-0.734130212647434	0.650767201378597	0.774153138771723	0.778696556680642	0.61431541086125	NA	NA	NA	NA	NA	NA
Niben261Chr03g0658002.1	RING-type domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.717677408869362	NA	NA
Niben261Chr03g0838007.1	Unknown protein"	NA	NA	NA	-1.25172813911061	-0.993625161652181	-1.48649967327651	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02352922093459
Niben261Chr03g1136001.1	Ras-related protein rabe1c"	NA	NA	NA	0.687924020804904	0.629772393006135	NA	NA	NA	NA	NA	NA	NA	NA	-0.847738608907507	-0.715901509825847	NA
Niben261Chr03g1172002.1	60S ribosomal protein L38"	NA	NA	NA	NA	NA	NA	NA	0.742466614909949	0.675858623378324	NA	NA	NA	0.66708467733472	1.44418944549317	1.36826137340841	0.677667276984378
Niben261Chr03g1394013.1	protein NLP7-like isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1440008.1	Sucrose-phosphate synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76402805421879	2.65253833856093	2.32527750625531	2.41912377214339	NA
Niben261Chr03g1461006.1	Protein kinase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1511030.1	Glycosyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51856648788194	NA	NA	-1.14734082582837	NA	2.25065057911408
Niben261Chr03g1547011.1	transcription factor RAX1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795292941275529	0.8097051840001	NA
Niben261Chr03g1559003.1	Malic enzyme"	-0.742262199101172	-1.29121107460647	-0.872655456835214	NA	-0.927083724528954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0053003.1	subtilisin-like protease SBT1.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.18396982356142	-1.98079443834801	NA
Niben261Chr04g0171001.1	cationic amino acid transporter 2. vacuolar-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.96532423059322	-1.94414683449968	NA
Niben261Chr04g0377005.1	F-box protein SKIP19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0487002.1	protein ECERIFERUM 1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.608408529157072	NA	NA
Niben261Chr04g0505003.1	Beta-glucosidase 12"	NA	NA	-1.53632130523479	NA	-1.26713742420484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0830006.1	Protein COBRA"	NA	NA	NA	NA	NA	NA	-0.733524254889964	NA	NA	NA	NA	NA	NA	NA	NA	-1.31326213677864
Niben261Chr04g0920005.1	Kinase family protein"	NA	NA	NA	NA	NA	NA	NA	-5.34099158214449	NA	-4.22089603407858	-5.39521073007137	-4.7877757301439	NA	NA	NA	NA
Niben261Chr04g1289001.1	vestitone reductase-like"	NA	NA	NA	1.83960651592318	1.33073708337753	1.88350075008586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
