Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0039004.1	Acylphosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0095007.1	Cyclin-d3-1"	NA	NA	NA	-3.11810003842189	-1.80919912252187	-2.80172761202492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0342005.1	NAC domain-containing protein 72-like"	NA	-1.30688226084814	NA	NA	NA	NA	-0.797346746461774	NA	-0.848220911023495	NA	-2.51313834925064	NA	-1.39793043040171	-1.38746117578081	-1.36531882757539	-1.22357516148053
Niben261Chr01g0495008.1	Heat shock protein 90"	-0.643298391151875	-0.896722320470433	-0.702325006570383	-1.11029044057605	-0.998967223343979	-1.20077939757154	-1.42448505189959	-1.15403104136934	-1.1983037210832	-1.24486657302972	-1.55680245059176	-1.58002123875992	-1.58593851735923	-2.00743624894224	-1.90515247140269	NA
Niben261Chr01g0689001.1	Unknown protein"	NA	NA	NA	NA	NA	NA	-1.90933622313121	-2.14492589502079	-2.04013503455577	-2.14409758509728	-2.81866658689505	-2.52894071319543	-1.58977679384765	-2.2573085126118	-2.03296429910848	0.687674215802976
Niben261Chr01g1322010.1	Pentatricopeptide repeat"	NA	NA	NA	NA	NA	NA	NA	NA	-1.12415511728864	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1618010.1	Ranbp2-type zinc finger protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.78976366539128	-1.27314586003592	-1.24907251163775	NA
Niben261Chr02g0079006.1	transcription factor IIIB 60 kDa subunit-like isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04322755067151	NA	NA	NA
Niben261Chr02g0097004.1	Chr5:6728561-6730045 REVERSE LENGTH=494"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.747319596347597	NA	-0.609663284315795	NA
Niben261Chr02g0137014.1	Armadillo repeat-containing protein 8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.769983573126482	-0.699338115908495	NA
Niben261Chr02g0142016.1	xanthine dehydrogenase 1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0275001.1	LOB domain-containing protein 1"	NA	NA	NA	NA	NA	NA	NA	NA	0.711437928191458	NA	NA	NA	NA	-0.91688277280273	NA	NA
Niben261Chr02g0505007.1	Protein sawadee homeodomain-like 2"	NA	NA	NA	NA	NA	NA	-0.642408891209911	NA	NA	NA	-0.687733008058948	-0.980137601448891	-1.06889284975998	-0.964322239526795	-0.981115607363038	NA
Niben261Chr02g0525014.1	Myosin-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.19863765097376	-1.21473534516311	-1.21504353286054	NA	NA	NA
Niben261Chr02g0559006.1	nudix hydrolase 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40172234843088	-1.14318141466736	NA
Niben261Chr02g0597011.1	RNA polymerase II subunit 5-mediating protein homolog isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.16884444850313	NA
Niben261Chr02g0635015.1	CAX-interacting protein 4-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.02192512372828	-0.925911861761468	NA
Niben261Chr02g0774004.1	nucleobase-ascorbate transporter 7-like"	-3.33914203137149	-3.44752406078941	-3.60578557919775	-3.53672890465035	-3.58767912874148	-3.89118481682662	-6.56710008645107	-5.51504528260526	-6.02790718983269	-5.55663783060213	-6.70919034038627	-6.90863693079244	-6.31446276178041	-5.01135103559515	-5.06840501645377	1.33406258713711
Niben261Chr02g0836001.1	GlcNAc-PI synthesis protein"	NA	NA	NA	NA	0.691626381192975	NA	NA	NA	NA	NA	NA	NA	NA	-0.91231144602014	-0.789505164693033	NA
Niben261Chr02g0878007.1	E3 ubiquitin-protein ligase RNF181-like"	-2.04137480138931	-1.89307597273852	-1.96145038671695	-2.13560734098493	-2.04880131434228	-2.34134656314133	-3.58690744062201	-2.48421183029121	-2.63231334087851	-2.77656123533202	-4.46867982577474	-3.3785224765992	-2.58502201375898	-2.66698440271808	-2.61415452854905	-1.03057355746288
Niben261Chr02g1039019.1	sarcoplasmic reticulum histidine-rich calcium-binding protein-like"	NA	-0.694103106421742	NA	-0.903907937340768	-0.787227766377958	-1.06795090881537	-1.30764541482762	-1.21626497617171	-1.20918290910931	-1.19926600961636	-1.47918967604934	-1.45645840752813	-1.36310945382053	-1.6657424949445	-1.57375248890718	NA
Niben261Chr02g1095016.1	Serine/threonine protein phosphatase 2A regulatory subunit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1386007.1	low-temperature-induced cysteine proteinase-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.805565006171234	-0.793939556706815	-0.910494249359337	NA
Niben261Chr02g1409007.1	U3 small nucleolar RNA-associated protein 4 homolog"	NA	NA	NA	NA	NA	NA	-0.633615156486242	-0.697254734771114	-0.640469662356669	-0.649902580078816	-0.669356609851015	-0.595144829682289	-0.701038701734088	-0.779193470029271	-0.821478486497381	NA
Niben261Chr03g0016006.1	UBR-type domain-containing protein"	-0.95114355695527	-1.58325036404249	-1.33795683531915	-1.37971011370158	-1.49039434618001	-1.51744361621336	-1.99349504987493	-1.84844081111481	-1.90321891273504	-1.89441658396874	-2.16372762406512	-2.15877262716728	-2.16133490559819	-2.2934943719273	-2.27949986351971	0.967072336627493
Niben261Chr03g0053016.1	G-patch domain-containing protein"	NA	-0.645357833540294	NA	-0.634504461615834	-0.597849747252701	-0.731581756593402	-1.05879137942788	-0.777142661310442	-0.786026694908863	-0.859937379977121	-1.18091760891623	-0.962390801198066	-0.817452577275708	-0.744266854428113	-0.752981814493499	NA
Niben261Chr03g0059001.1	GTP binding Elongation factor Tu family protein"	NA	-1.08020487929111	NA	-1.65708770484777	-1.44312417602287	-1.80371775204328	-1.89195053266678	-1.80635317248009	-1.67129647658932	-1.81667719949541	-2.66727680141914	-2.92339137474336	-2.6588228809922	-3.27207602650615	-2.96780830924362	1.16059821630517
Niben261Chr03g0382001.1	RING-H2 finger protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.875742759130028	-0.755582043651557	NA
Niben261Chr03g0408006.1	Ulp1 protease family. C-terminal catalytic domain containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0426010.1	Myosin-2"	NA	NA	NA	NA	NA	NA	-1.1737090617542	-0.88068502974171	-1.0787701934074	-0.968615380354568	-1.08225135527534	-1.20979288986402	-1.0828791867838	-1.09887494567399	-1.05482762659235	NA
Niben261Chr03g0487014.1	Arf gtpase-activating protein"	NA	NA	NA	NA	NA	NA	-0.613748230470821	NA	NA	NA	NA	-0.636104123053957	NA	-0.758209935721234	-0.657419521125387	NA
Niben261Chr03g0684010.1	Cytoplasmic tRNA 2-thiolation protein 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.767301676854729	NA	NA
Niben261Chr03g0945007.1	THUMP domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.721375754505422	-1.04068176679887	-0.86172313333614	-0.675384005369357	-1.2807293890481	-1.13326227178165	NA
Niben261Chr03g0984003.1	Argonaute 7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.60462605419606	NA	NA
Niben261Chr03g1086006.1	Ubiquitin-conjugating enzyme E2 5 protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1268004.1	Lactoylglutathione lyase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.817318042302852	NA	NA	NA
Niben261Chr03g1294006.1	Cyclin-dependent kinases regulatory subunit"	NA	NA	NA	NA	NA	NA	-0.923283131444969	-0.679487978871833	-0.773823401668802	-0.77680908045648	-1.25366313878901	-1.56062035777418	-1.41051707885456	-1.6448846573448	-1.48229973131964	NA
Niben261Chr03g1454008.1	F-box domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1511052.1	Cytochrome P450"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.27571005037067	-1.26533002671355	-1.28932177740708	-0.753942487444174
Niben261Chr03g1514007.1	Late blight resistance protein R1-A"	NA	NA	NA	NA	NA	NA	NA	NA	-1.29407827405478	NA	-1.56428830494318	NA	NA	NA	-0.968070556640003	NA
Niben261Chr03g1806007.1	Otu domain-containing protein"	NA	-0.860933741065383	NA	-0.944678999911981	-0.870217288527473	-0.869876135593047	-1.22313657147625	-0.777743196436297	-0.968294684605589	-0.991011026258953	-1.17484740248004	-1.32324913627169	-1.43253097317702	-1.33036653762871	-1.30202184233412	1.19626232647838
