Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0034004.1	Ubiquitin-like domain-containing protein"	NA	1.28827136451958	1.07125313825448	1.82282713464542	1.6289595868846	1.77816352683633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0045003.1	formimidoyltransferase-cyclodeaminase-like"	NA	NA	NA	NA	0.770466015268796	0.904294527898167	NA	NA	NA	NA	NA	NA	NA	-1.67226056232571	NA	-0.67875925039003
Niben261Chr01g0169015.1	Glucose-1-phosphate adenylyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.619262751379562	-0.880297005143554	-1.47781553878795	-1.35352050060509	-1.20024319144447
Niben261Chr01g0398001.1	Thiamine thiazole synthase. chloroplastic"	NA	NA	NA	NA	NA	NA	0.897033639547058	NA	NA	0.785818948656121	0.771234374833555	NA	0.638643263123789	NA	NA	NA
Niben261Chr01g0446011.1	Cell division protein FtsZ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.673872090232426	NA	NA
Niben261Chr01g0508008.1	Galactinol--sucrose galactosyltransferase"	NA	1.26919253469549	NA	NA	NA	1.0536054293479	NA	NA	NA	NA	NA	NA	NA	-1.79370738896989	-1.78614035779856	NA
Niben261Chr01g0681014.1	Rubis-subs-bind domain-containing protein"	NA	NA	NA	NA	0.686914390318296	0.731786447103942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0686006.1	DCD domain-containing protein NRP-B"	NA	NA	NA	0.866178117467539	0.816883854817442	0.942719514795739	NA	NA	NA	NA	NA	NA	NA	-0.786647202450655	NA	NA
Niben261Chr01g0723010.1	zinc transporter 1-like"	NA	0.918755423344628	NA	1.07261007499937	0.989624069101773	1.01740234117734	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.768696177220151
Niben261Chr01g1056004.1	Tubulin alpha chain"	NA	0.698590742621585	NA	0.771244737614839	0.774201779188593	0.734147021974989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1377009.1	1.4-alpha-glucan branching enzyme"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1377012.1	growth-regulating factor 3-like"	NA	1.38761231079695	NA	1.48328192827634	1.47147019512047	1.29820178364836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1456007.1	Protein kinase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.881781518855673	-0.817788858584752	NA
Niben261Chr01g1505033.1	Syntaxin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.659127260575807	NA	-0.708152777625926
Niben261Chr01g1515004.1	Protein kinase domain-containing protein"	NA	1.29860076271225	NA	NA	0.844885624371855	NA	NA	NA	NA	NA	NA	NA	NA	-2.11077753445568	NA	1.12312751026201
Niben261Chr01g1655010.1	Phosphoinositide phospholipase C"	NA	NA	NA	NA	0.632262328372269	NA	NA	NA	NA	NA	NA	NA	NA	-1.74191739419151	-1.42762506893126	NA
Niben261Chr01g1707001.1	Protein IQ-DOMAIN 1"	NA	NA	NA	0.625338736217321	0.624733198517055	0.608842794411449	NA	NA	NA	NA	NA	NA	NA	-0.786998561722102	NA	NA
Niben261Chr01g1708008.1	Two-component response regulator-like aprr7"	NA	NA	NA	1.11631723569965	1.01686119473365	1.10243833029438	NA	NA	NA	NA	NA	NA	NA	-0.883293068254862	NA	NA
Niben261Chr01g1736012.1	Protein DETOXIFICATION"	NA	NA	NA	NA	NA	NA	NA	NA	-1.15397153787598	NA	NA	-0.951518676710128	NA	-1.34860333220142	-1.31369887902997	NA
Niben261Chr01g1751005.1	aldo-keto reductase family 4 member C9-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03134419664405	-0.829988932320194	NA
Niben261Chr01g1769004.1	Tubulin beta chain"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.856885732534506	-0.658203000760395	-0.760429149864959
Niben261Chr01g1800010.1	glycine-rich RNA-binding protein-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.651152412970622	NA	NA
Niben261Chr02g0041002.1	L-ascorbate oxidase"	NA	NA	NA	NA	0.662661909048153	0.821545047711018	NA	NA	NA	NA	NA	NA	NA	-0.696785006977487	NA	NA
Niben261Chr02g0049006.1	Phytocyanin domain-containing protein"	NA	0.743048091940327	NA	NA	0.754558536774577	0.785258927351769	NA	NA	NA	NA	NA	NA	NA	-0.717751247895817	NA	-0.700179671591122
Niben261Chr02g0271006.1	tetraspanin-3-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.84568293910351	-0.690144858678434	NA
Niben261Chr02g0376006.1	Protein kinase domain-containing protein"	0.890647469459519	0.731974969744465	0.758257849819654	NA	0.646824664469715	NA	NA	NA	NA	NA	NA	NA	NA	-2.32836573189628	-1.77309424260067	NA
Niben261Chr02g0382004.1	Protein DETOXIFICATION"	NA	1.14122383084888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7172521917759	-1.655554629502	NA	-0.676041289804072
Niben261Chr02g0395019.1	TPT domain-containing protein"	NA	0.869871605098969	0.82081513394495	NA	0.754027525630891	NA	NA	NA	NA	NA	NA	NA	NA	-0.992519233950359	NA	NA
Niben261Chr02g0505014.1	DUF3082 domain-containing protein"	NA	0.922331727339524	0.842879703269753	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.854976364260432	NA	NA	0.780921891281768
Niben261Chr02g0552001.1	vicianin hydrolase-like"	NA	1.04576891307521	NA	1.60663026130681	1.42135221749586	1.75145932570021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0822029.1	1.4-alpha-D-glucan glucanohydrolase"	NA	0.743259500414948	NA	0.817848937474988	0.818488429693662	0.816275400381545	NA	NA	NA	NA	NA	NA	NA	-0.817401597385773	NA	NA
Niben261Chr02g0902027.1	PLASMODESMATA CALLOSE-BINDING PROTEIN 3"	NA	0.689531661126287	0.654692906119901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.13049192934363	NA	NA
Niben261Chr02g1335006.1	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.721640888237154	-0.593257173084835	NA
Niben261Chr02g1363010.1	TLC domain-containing protein"	NA	NA	NA	NA	0.777269820470652	1.00341063591097	NA	NA	NA	NA	NA	NA	NA	-1.84712866954956	NA	NA
Niben261Chr02g1409009.1	Peptidyl-prolyl cis-trans isomerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.42084977671826	-2.02040324814859	NA
Niben261Chr02g1438003.1	cryptochrome-1-like"	NA	0.995073914294082	NA	0.784138771536944	0.82299930609992	0.691978182921895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0022006.1	Auxin response factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0101007.1	Unknown protein"	NA	0.745085060540855	NA	1.02749963524697	0.964823749475668	0.789620042311702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0101018.1	Unknown protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.28527354722435
Niben261Chr03g0124011.1	protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0150001.1	thaumatin-like protein 1b"	NA	0.874129788874195	NA	0.981047780769248	0.948128548704204	0.898083688961495	NA	NA	NA	NA	NA	NA	NA	-1.97285696458081	-1.65626818473877	NA
Niben261Chr03g0237011.1	Cyclin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.90756959855836
