Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0169015.1	Glucose-1-phosphate adenylyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.619262751379562	-0.880297005143554	-1.47781553878795	-1.35352050060509	-1.20024319144447
Niben261Chr01g0398001.1	Thiamine thiazole synthase. chloroplastic"	NA	NA	NA	NA	NA	NA	0.897033639547058	NA	NA	0.785818948656121	0.771234374833555	NA	0.638643263123789	NA	NA	NA
Niben261Chr01g0446011.1	Cell division protein FtsZ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.673872090232426	NA	NA
Niben261Chr01g0681014.1	Rubis-subs-bind domain-containing protein"	NA	NA	NA	NA	0.686914390318296	0.731786447103942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0686006.1	DCD domain-containing protein NRP-B"	NA	NA	NA	0.866178117467539	0.816883854817442	0.942719514795739	NA	NA	NA	NA	NA	NA	NA	-0.786647202450655	NA	NA
Niben261Chr01g1011004.1	NAD(P)-bd_dom domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1056004.1	Tubulin alpha chain"	NA	0.698590742621585	NA	0.771244737614839	0.774201779188593	0.734147021974989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1377009.1	1.4-alpha-glucan branching enzyme"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1505033.1	Syntaxin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.659127260575807	NA	-0.708152777625926
Niben261Chr01g1707001.1	Protein IQ-DOMAIN 1"	NA	NA	NA	0.625338736217321	0.624733198517055	0.608842794411449	NA	NA	NA	NA	NA	NA	NA	-0.786998561722102	NA	NA
