Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0039005.1	Acylphosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.790445899035224	-1.77373156537547	-1.45475085465775	NA
Niben261Chr01g0580010.1	O-fucosyltransferase family protein"	-2.03719374500301	-1.6096564196182	NA	NA	NA	-0.878200052076576	-0.696292346537204	NA	NA	NA	NA	NA	0.788852433710555	1.27198097669957	1.18452508538153	NA
Niben261Chr01g1080010.1	Chr5:3644655-3646991 FORWARD LENGTH=366"	NA	NA	NA	NA	0.845962627053931	NA	NA	NA	NA	NA	NA	NA	NA	-1.04303147798678	NA	-1.42225941365246
Niben261Chr01g1231013.1	EGF-like domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1402006.1	RNA polymerase II-associated protein 3 isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.61240191766703	NA	NA
Niben261Chr01g1419001.1	Oxysterol-binding family protein"	NA	1.15278492780054	1.1038847957258	NA	1.21418263073881	NA	NA	NA	NA	NA	NA	NA	NA	-1.16607781177089	NA	NA
Niben261Chr01g1510001.1	MYB transcription factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1539004.1	3-hydroxyisobutyryl-CoA hydrolase. mitochondrial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.99558114527813	NA	NA
Niben261Chr01g1783016.1	protein TRM32-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.959289858412101	NA	NA
Niben261Chr02g0073003.1	LOB domain-containing protein 4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.81986384819533	-1.64862311054063	NA
Niben261Chr02g0105014.1	Protein embryo sac development arrest 3. chloroplastic"	1.17167871718776	1.01504014978121	1.18659094563466	NA	0.763907483372382	NA	NA	NA	NA	NA	NA	NA	NA	-0.772609077111222	NA	0.601598823569392
Niben261Chr02g0146005.1	Chr5:531066-532725 FORWARD LENGTH=176"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0215002.1	WUSCHEL-related homeobox 3-like"	NA	NA	1.53805702096878	NA	1.31242323449883	NA	NA	NA	NA	NA	NA	NA	NA	-2.66883708270237	-2.21424371324396	-0.819339965535324
Niben261Chr02g0778003.1	Glycosyltransferase"	NA	-1.35744482766935	NA	NA	-1.07148857171037	NA	NA	NA	NA	NA	2.31976235525964	NA	0.690900927352865	0.754745213877986	0.679394678443296	-2.57721092470341
Niben261Chr02g0804027.1	Glutathione S-transferase U17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.68013211068472	NA
Niben261Chr02g0947008.1	WPP domain-interacting tail-anchored protein 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0948020.1	transcription factor bHLH49-like"	NA	1.33246580540654	NA	NA	1.14386269170081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1022005.1	Protein kinase domain-containing protein"	NA	NA	1.14430975345952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.84655669791717	-1.62734723374316	NA
Niben261Chr02g1145001.1	Transcription factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1293010.1	Peroxidase"	NA	NA	1.16134784568014	NA	1.14291624454937	NA	NA	NA	NA	NA	NA	NA	NA	-1.4965784543237	NA	NA
Niben261Chr02g1410004.1	LIM domain-containing protein WLIM1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.98263935436363	-0.848206184529987	NA
Niben261Chr02g1445002.1	Acetyl-CoA carboxylase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.61132141522027	NA	NA
Niben261Chr03g0028005.1	short-chain dehydrogenase TIC 32. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24282237538783	-1.07682044386034	NA
Niben261Chr03g0271002.1	Magnesium transporter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0284001.1	mediator of RNA polymerase II transcription subunit 1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0394010.1	synaptotagmin-4-like"	NA	0.941904886138688	1.06853209335748	NA	0.822634509311503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0462003.1	Homeobox-leucine zipper protein hdg5"	NA	0.769167021945723	0.710633103447054	0.887142879860142	0.82607293011889	0.997863409662748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0986001.1	Transcription factor myb39"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.72654561744687	NA	NA
Niben261Chr03g0999006.1	Carboxypeptidase"	NA	NA	NA	NA	NA	NA	-1.37796125738878	-2.63587915355953	-2.15130543609637	-2.4449661454011	-2.6095097889205	-1.89988849350872	-0.939980007117346	-1.54774611037159	-1.31078579170852	NA
Niben261Chr03g1069008.1	ABC transporter C family member 10-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05708899567484	-0.914327987374244	NA
Niben261Chr03g1081001.1	Protein kinase domain-containing protein"	-1.1259362955678	-1.65339318716596	-1.3420626167531	-1.94922564085197	-1.83414562600784	-2.30034378019413	-3.59295750169804	-3.58884465659532	-3.6187572963675	-3.55619231220671	-3.09861591672906	-2.43534994036343	-2.07768713906707	-2.7085906836399	-2.58498082562047	0.59295206830895
Niben261Chr03g1099002.1	Magnesium transporter NIPA2"	0.715848388092753	0.913009666726922	0.809227678240546	NA	0.689012544425505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1155012.1	WUSCHEL-related homeobox 3-like"	1.75845561840306	NA	NA	NA	1.20014738442045	NA	NA	NA	NA	NA	2.17272503089178	NA	NA	-2.01747068353792	-1.79297310846563	NA
Niben261Chr03g1157001.1	WUSCHEL-related homeobox 3-like"	NA	NA	NA	NA	1.56291923748562	NA	NA	NA	NA	NA	NA	NA	NA	-2.20807279051864	-1.86922990232692	-0.808933044212005
Niben261Chr03g1600001.1	Acyl-protein thioesterase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593371610874688	-0.958633707967755	NA	-1.6644433929473
Niben261Chr04g0150001.1	Transferrin receptor-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.60826998921812	-1.50884008651955	NA
Niben261Chr04g0167007.1	annexin A13-like"	NA	2.69131934979362	NA	NA	1.89189968001954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0249001.1	NAD(P)-bd_dom domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.697129866798079	-0.600789718025541	NA
Niben261Chr04g0359002.1	early nodulin-like protein 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.09398427940572	NA	-0.856167581440494
Niben261Chr04g0820005.1	DUF3700 domain-containing protein"	NA	0.669204881148808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.00516654350876	-0.692528010177264	-0.955852873613365
Niben261Chr04g0832001.1	GATA transcription factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.954941061452248	NA	NA
Niben261Chr04g1004021.1	Condensin-2 complex subunit G2"	NA	NA	NA	-0.981174999511026	-0.787802484061904	-0.946180735904792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g1100008.1	C2 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.652755147742278	NA	NA
Niben261Chr04g1463007.1	serine-rich adhesin for platelets-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.34351105528989	-1.12875421755265	NA
Niben261Chr04g1576003.1	F-box protein At4g02760-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.702889713499711	-0.712377017545151	NA
