Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g0042008.1	Protein ultrapetala 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0064008.1	DUF1421 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	0.693623439935662	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0083001.1	transcription activator GLK1-like"	NA	0.828746956192781	NA	NA	NA	NA	1.50958164454336	1.45182594500506	NA	NA	1.55994654381564	1.13329579675279	0.63284615481906	NA	NA	-1.58455516385502
Niben261Chr01g0131009.1	Non-specific serine/threonine protein kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0143013.1	cytochrome P450 CYP72A219-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628079663706456	NA	NA	NA
Niben261Chr01g0233006.1	Heme-binding protein 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.872701111393572
Niben261Chr01g0245005.1	Ribokinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0270009.1	Chr3:5013442-5015277 REVERSE LENGTH=611"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0349012.1	Sorting nexin like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.682418553725769
Niben261Chr01g0380006.1	Serine-rich adhesin for platelets like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.670521977580694
Niben261Chr01g0381001.1	organic cation/carnitine transporter 4-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0401008.1	protein disulfide-isomerase 5-3-like"	NA	NA	NA	0.853350226502474	NA	0.960422097164993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0406023.1	Coatomer"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.827712760339274	NA	NA	NA	NA	NA
Niben261Chr01g0445004.1	Lipopolysaccharide-binding protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0445009.1	Serine/threonine-protein phosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0456006.1	WRKY transcription factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0469001.1	DNA ligase 1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0487005.1	Chr5:25670941-25672318 FORWARD LENGTH=227"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0496015.1	Calcineurin B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0516006.1	Unknown protein"	NA	NA	NA	NA	0.708098720975405	NA	NA	NA	NA	NA	NA	NA	NA	-0.855936602701485	-0.803905570671227	NA
Niben261Chr01g0628001.1	Transcription factor bhlh48"	NA	1.00574926848074	NA	0.856217821481399	0.924731342401109	0.824899417518011	NA	NA	NA	NA	0.826187661987689	NA	NA	NA	NA	NA
