Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
mRNA15	Photosystem II reaction center protein M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA23	NAD(P)H-quinone oxidoreductase subunit J. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA25	NAD(P)H-quinone oxidoreductase subunit 3. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA38	Cytochrome b6-f complex subunit 6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA41	50S ribosomal protein L33. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA42	30S ribosomal protein S18. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA47	Photosystem II reaction center protein T"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA52	DNA-directed RNA polymerase subunit alpha"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA66	NAD(P)H-quinone oxidoreductase subunit 2. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA68	NAD(P)H-quinone oxidoreductase subunit 5. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA69	50S ribosomal protein L32. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA77	30S ribosomal protein S15. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0001004.1	Serine/threonine-protein kinase samkB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0004001.1	thioredoxin-like protein AAED1. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.615738790210293	NA	NA	NA	NA	0.669574396552404
Niben261Chr01g0004011.1	DNA topoisomerase 6 subunit A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0004017.1	ATP:AMP phosphotransferase"	-0.789676147931593	-0.857068470728437	-0.749917957319366	-0.652903037142213	-0.657162967675373	NA	NA	NA	NA	NA	NA	NA	NA	-0.636393208078971	-0.654239349793795	NA
Niben261Chr01g0005002.1	Zinc finger CCCH domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0008006.1	Nuclear transcription factor Y subunit B"	NA	NA	NA	NA	-0.69594538120548	NA	NA	NA	NA	NA	NA	NA	NA	0.711674598989237	NA	NA
Niben261Chr01g0010005.1	Pentatricopeptide repeat-containing protein. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.58771193807026	NA	NA	1.87763368650032
Niben261Chr01g0011015.1	Thioredoxin domain-containing protein PLP3B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0013005.1	lipid phosphate phosphatase gamma. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0014001.1	Cell number regulator 8"	-0.810800112020896	-0.771437763281832	-0.742021070989002	NA	-0.658752836402023	NA	NA	NA	NA	NA	NA	NA	NA	1.17296744186482	0.906886321055601	NA
Niben261Chr01g0015010.1	L-type lectin-domain containing receptor kinase VIII.1-like"	-1.71104009114265	-0.880534383711364	-1.33813202812546	NA	-0.664273141473385	NA	NA	NA	NA	NA	0.612502093810793	0.636686974221519	NA	1.70711795350849	1.13882499809402	NA
Niben261Chr01g0016005.1	filaggrin-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0018001.1	dnaJ protein P58IPK homolog"	NA	NA	NA	0.826591740767682	0.698776544653823	0.806103080340912	0.644907810560529	0.908803314845425	0.767559359590495	NA	NA	NA	0.747004560880077	0.775004559763734	0.769350697292614	NA
Niben261Chr01g0018012.1	RING-type domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0030006.1	Phenylalanine ammonia-lyase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28404247355605
Niben261Chr01g0031002.1	Ubiquitin-specific protease 13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0032001.1	Protein kinase domain-containing protein"	NA	-0.69585005146802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0035002.1	Ubiquitin-like domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0036001.1	Cell division cycle protein 48 homolog"	-1.16336790841071	-1.40596764827526	-1.20818059330249	NA	-0.970132396692109	NA	NA	NA	NA	NA	-0.831452968401704	NA	-0.877020429115827	NA	NA	0.855204696170367
Niben261Chr01g0036007.1	39S ribosomal protein L41. mitochondrial-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0038013.1	Membrane magnesium transporter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0052005.1	Chr1:901304-902672 FORWARD LENGTH=308"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614775118710669	NA	NA
Niben261Chr01g0054006.1	Pre-mRNA-processing factor 6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0054008.1	NADPH-protochlorophyllide oxidoreductase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.844636722129591	NA	NA
Niben261Chr01g0056001.1	Tetraspanin-19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18869650119842	1.05425823768431	NA
Niben261Chr01g0059002.1	E3 ubiquitin-protein ligase RMA1H1-like"	NA	NA	NA	NA	NA	NA	NA	NA	0.821970506268038	0.833222137515206	NA	NA	NA	1.089546155428	0.80098758775233	0.790746966299398
Niben261Chr01g0061016.1	riboflavin synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0064029.1	Ubiquitin conjugating enzyme"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0066007.1	Tyrosine aminotransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0076002.1	Diacylglycerol O-acyltransferase"	NA	-0.763985579421603	NA	-1.19606579300434	-1.00358553578144	-1.4376406232488	NA	NA	0.705548731209613	NA	NA	0.881338163524708	0.905770734435551	1.95666882255587	1.78151149726306	1.09662526586918
Niben261Chr01g0076004.1	Switch 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0081019.1	protein NUCLEAR FUSION DEFECTIVE 6. chloroplastic/mitochondrial-like isoform X2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0082003.1	26S proteasome non-ATPase regulatory subunit 2 homolog"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0092007.1	Prohibitin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0013345075351
Niben261Chr01g0095012.1	OPA3-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0095015.1	Tr-type G domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.607623701106425	0.884851084999414	0.844507786381807	0.860061629960504
Niben261Chr01g0100005.1	PLASMODESMATA CALLOSE-BINDING PROTEIN 5"	NA	NA	NA	NA	NA	NA	NA	NA	0.692148461366784	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0109004.1	protein trichome birefringence-like 39"	NA	NA	-0.859879440114196	NA	-0.687696952735197	NA	0.953412233326661	NA	0.938105912586102	NA	1.64840202579394	1.69694404020723	1.48756095709069	2.79232232596358	2.40651701120962	NA
Niben261Chr01g0110011.1	Chr2:13263829-13265534 REVERSE LENGTH=419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0110012.1	Adaptin ear-binding coat-associated protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0116017.1	14-3-3-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0119001.1	Phosphoenolpyruvate carboxylase"	NA	NA	NA	-0.805394549411343	-0.684551781161787	-0.957447149610615	NA	NA	NA	NA	-0.663262685163491	NA	-0.60523560282836	NA	NA	1.20552488726386
Niben261Chr01g0125011.1	Proteasome subunit alpha type"	NA	-0.785441461562542	-0.702556249516917	NA	-0.61099879515209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618242270752429
Niben261Chr01g0126007.1	protein PATRONUS 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0131002.1	Aspartate aminotransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0133007.1	Cysteine dioxygenase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0141014.1	Alpha.alpha-trehalose-phosphate synthase [UDP-forming] 6"	NA	NA	NA	NA	NA	0.602781341037171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0141021.1	Ras-related protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g0142003.1	Peroxisomal membrane protein MPV17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.64504705528962	NA	NA
Niben261Chr01g0143005.1	Cytochrome p450 cyp72a219"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19986062925721
Niben261Chr01g0144015.1	Receptor-like serine/threonine-protein kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
