Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g1082013.1	NPH3 domain-containing protein"	NA	NA	NA	NA	NA	NA	2.61438989291015	NA	NA	NA	1.70139831471789	NA	NA	NA	NA	NA
Niben261Chr01g1093019.1	ATP-dependent Clp protease adapter protein ClpS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1145010.1	Adenine phosphoribosyltransferase"	NA	NA	NA	NA	NA	NA	NA	1.74879752857471	NA	NA	NA	NA	NA	-1.50884422398555	NA	0.803671312421335
Niben261Chr01g1207009.1	Leucine carboxyl methyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71473878089773	-1.68908853545805	1.92226271103624
Niben261Chr01g1324001.1	Xyloglucan endotransglucosylase/hydrolase"	NA	NA	NA	NA	NA	NA	1.5065307815167	NA	NA	NA	NA	NA	NA	-1.41275808041398	NA	NA
Niben261Chr02g0343012.1	protein TSS isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0547007.1	Pyridoxal phosphate homeostasis protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0728005.1	Protein nsp-interacting kinase 3"	NA	0.779416326086493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0733001.1	Polygalacturonase"	NA	NA	NA	NA	NA	NA	1.91107000185522	NA	NA	NA	NA	NA	NA	-2.88524205091592	-2.26090845937086	NA
Niben261Chr03g0069012.1	Aquaporin PIP1-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.779255602005738	NA	NA
Niben261Chr03g0105002.1	1-aminocyclopropane-1-carboxylate synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.86966681964092	-0.888365371564782	NA
Niben261Chr03g0167016.1	Expansin"	NA	NA	NA	1.59107096524916	1.22897738668646	1.99545525728355	1.0166751596117	NA	NA	NA	0.630888980569488	NA	-0.700463495471907	NA	NA	NA
Niben261Chr03g0809017.1	Rac-like gtp-binding protein arac7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.815205970031984	NA	NA
Niben261Chr03g1515001.1	protein indeterminate-domain 7-like"	NA	NA	NA	NA	0.954526288547009	1.22969379073583	NA	NA	NA	NA	NA	NA	-0.750033332945948	NA	-0.616606804783612	NA
Niben261Chr03g1720005.1	50S ribosomal subunit assembly factor BipA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.672134743732808	NA	NA	NA
Niben261Chr04g0230001.1	IRK-interacting protein"	NA	NA	NA	NA	NA	NA	1.93088596360941	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0712005.1	F-box family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35293173356338	NA	NA
Niben261Chr04g0839006.1	acetate/butyrate--CoA ligase AAE7. peroxisomal-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.638461823546476	-0.667991717681088	-0.702660286175237	NA
Niben261Chr04g1631019.1	Acyl-[acyl-carrier-protein] hydrolase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
